"identificationQualifier","reps"
"pseudoglaucopus group",1
"Pseudohazis hera pica",1
"(Pseudoisothecium, Grout)",1
"/Pseudoplectania",1
"pseudosalor group",1
"Pseudotomus",1
"? Psilocybe",1
"/Psilocybe?",1
"Psilocybe latispora aff.",1
"PSS 2401",1
"Pterothamnion",1
"Ptilodus ?",1
"= Ptilota pectinata",1
"pubescent with villous hairs",1
"Published as ''collomae''",1
"pugetensis",1
"pulcherrima [=M. pulchrum?]",1
"?/pulverulentus?",1
"Puma ?",1
"Puma?",1
"pumicum?",1
"purple",1
"(purple)",1
"Purple",1
"Purple or Fuligo",1
"Purple Ss",1
"\Purpuracentes\",1
"purpurascens [= purpureus?]",1
"putnami",1
"pyreno",1
"Pyreno-",1
"Pyrrbanoea andria",1
"Pyrrbengea andria",1
"pyrrocoma racemosa",1
"QLD1",1
"\Quasi-Pleurotoid\",1
"&quot;wyomingense&quot; form",1
"(R)",1
"race apicella",1
"race emmeli",1
"race extranea",1
"race insulana",1
"race josephinella",1
"race subcaerulea",1
"race tufa",1
"Racomitirum javanicum",1
"Racomitirum laetum var. olivaceum",1
"Racomitirum lanuginosum var. pruinosum",1
"Racomitrium heterostichum var. heterostichum",1
"Racomitrium protensum",1
"radamanthus",1
"? radicans?",1
"? Radicata group = \silva\",1
"Radulum? Odontia?",1
"\rainierensis\",1
"?(Ramariopsis ??)",1
"ramelli random",1
"R. A. Taber",1
"R. Beller",1
"R. Beshear",1
"R. Bruce",1
"R. Collar",1
"Red",1
"(red-capped form)",1
"red cap semisanguineus",1
"red form",1
"red polypore",1
"(red variety)",1
"Rehm Ascomyceten no. 156",1
"Rehm Ascomycetes no. 1828",1
"Rehm Ascomycetes no. 1855",1
"Reithroparamys ?",1
"rel.",1
"related to",1
"repandus [sic]",1
"Resup. Hydnoid",1
"resupinate",1
"Resupinate",1
"rev. vidi",1
"rev./vidi",1
"R. Gfeller",1
"R. Gordon",1
"R. Gutierrez",1
"Rhacomitrium canescens var. erucoides",1
"rhadamanthus",1
"Rhamphidium dicranelloides",1
"R. Harris",1
"Rhizomys",1
"Rhodophyllaceae",1
"~ Rhodophylloid",1
"? = Rhodymenia antarctica",1
"Rhyncotherium",1
"Richard Felger",1
"richardsonii (L.) L'Her.",1
"right:",1
"rigidus/paleaceus group",1
"rimosus",1
"rivularis",1
"R. Jennings",1
"R.L.",1
"R. L. Wilson",1
"R.L. Wilson",1
"R. Mack",1
"(robust)",1
"? robusta",1
"\robusta\",1
"robustum comb. nov. ined.",1
"rockportensis cf.",1
"roma serratum",1
"Rooneyia",1
"(root Fomes)",1
"roseialbus Murr.",1
"rosinoe",1
"R. Roark",1
"R. S. Felzer",1
"R. Shaw",1
"R. Sivinski",1
"Ruben P. Sauleda, Bruce Hansen and Donald R. Rchardson",1
"(Rubrimarginata gr.)",1
"\rubro semisanguineus\",1
"rudimentary thallus",1
"Ruellia malacosperma",1
"(rugicum)",1
"(Russularia thejogali) canadensis A. H. Smith?",1
"Rust",1
"rust form",1
"(rutilans)",1
"(rutilus or ochroceus)",1
"rutoolivacei",1
"R.W. Sites",1
"R. W. Strandtmann",1
"S",1
"SA1",1
"sab.-bolt. complex",1
"(sabuletorum-boltonii)",1
"(sabuletorum-boltonii complex)",1
"sabuletorum-boltonii complex",1
"sabuletorum or boltonii",1
"sabulocollis",1
"? sagittata",1
"S. a. hollandi",1
"S. A. Homan",1
"Salem Ls",1
"Salmonidae cf.",1
"salor gp.",1
"\salt marsh Ecad\",1
"salt marsh form",1
"Saluda Ls",1
"S. a. lurana",1
"(same as 11948?)",1
"(same as 12996)",1
"Samia gloveri-cecropia",1
"s. ampl.",1
"San Clemente I. race",1
"Sandalus",1
"\Sandbergii\",1
"sandbergii type",1
"sandbergs type",1
"\Sandberg\ type",1
"Sanders",1
"San Jose Fm",1
"San Nicolas I. race",1
"? Sapindus mukorossi",1
"sapinea [sapineus] group",1
"Sarah N. Carrell",1
"(sarcocephala grp.)",1
"(sarcodon)",1
"? (Sarcosoma)",1
"S. A. Redhead",1
"Satherium",1
"Satyrus baroni",1
"saxatilis form",1
"saylorii",1
"S. Becton",1
"S. Bell",1
"scabrella form",1
"S. calanus falacer",1
"\scalaris\ group",1
"Scaldicetus cf.",1
"Scalopoides ?",1
"= scauras var. herpeticus?",1
"S. cecropia",1
"Scelidotherium cf.",1
"Scenopagus cf.",1
"(Schistidium)",1
"Schistocerca prob. obscura",1
"Schiziodelphis",1
"Schizophyllum commune",1
"schlumbergeri",1
"\Schottera nicaeensis\",1
"schwartzii",1
"Schwarzrand Fm",1
"Sciuravus",1
"(sclero or hypoph)",1
"(scleropoda? hypophaea?)",1
"scolecina, alnicola?",1
"Scott",1
"Scott. Crypt. Flora I, tab. 42.",1
"scrobiculatus type?",1
"S. C. Yarborough & A. M. Powell",1
"S. Dani",1
"S. Denl",1
"S. D. Foir",1
"\seabeckensis\",1
", \Seattle form\",1
"\Seattle form?\",1
"Seattle form",1
"Seattle form?",1
"(Seaver) M. Carbone et al.",1
"Seboomonk Fm",1
"sec Dennis",1
"(sec. Salinum)",1
"sec. Singer?",1
"sec. Sm.",1
", sec Smith",1
"Sect. Acutae",1
"Sect. Bartonia",1
"sect. Basipedes",1
"sect. Calocybe",1
"(sect. Calodontes??)",1
"sect. Corticolae",1
"Sect. Cuspidata",1
"sect. Deliciosi",1
"sect. Echinatae",1
"sect. Eulepiotae (Bigelow)",1
"sect. Flammuloides",1
"sect. Gymnopilus",1
"section Balsamorhiza",1
"section Calyptrospora",1
"section Candicantes",1
"section Denudata[?]",1
"(section Sarcocephalae)",1
"Sect. Leptiota",1
"sect. Minores",1
"sect. Ovisporae",1
"sect. Palustria",1
"sect. Porospora",1
"sect. Psilocybella",1
"[sect. Rubrotincti]",1
"sect. Russula",1
"Sect. Scabrum",1
"Sect. Stenospora",1
"sect. Viscipelles",1
"securifera",1
"See 1186A",1
"see 1557",1
"see 1563",1
"see 1571",1
"see 1585",1
"see 1589",1
"see 1651",1
"see 1711",1
"see 2347",1
"see 2348, 2378",1
"see 2368",1
"?, See also C. torta",1
"? See also S. acinacifolium",1
"see if",1
"seemingly",1
"seemly",1
"seems to be S. longipes laeta",1
"see R. lobata",1
"Selenohyrax",1
"? sellovii",1
"semiluna",1
"(semiorbicularis)",1
"\semisanguinea\ red form",1
"semisanguineus gp.",1
"semisanguineus gr.",1
"semisanguineus group",1
"? semperflorens",1
"Senecio smallii X",1
"Senecio tomentosus X",1
"sens. latiss",1
"sen. str.",1
"sensu",1
"sensu AHS",1
"sensu AHSmith",1
"sensu A.H. Smith",1
"(sensu A. H. Smith, Heim)",1
"sensu American authors",1
"sensu auct. amer.",1
"Sensu Auct. Amer.",1
"sensu Brandrud et al",1
"sensu Bres",1
"sensu Bres.",1
"sensu Burlingham",1
"sensu. Crum",1
"sensu Dawson, 1944, 1963",1
"sensu Doty",1
", sensu Flowers",1
"sensu gabrielson",1
"sensu Hale",1
"sensu Harris (1975)",1
"(sensu Heim, AH Smith)",1
"sensu Heim, Smith",1
", sensu JFA",1
"sensu Joss.",1
"sensu Kauffm.",1
"sensu Kauffman, Bresadola, non Heim",1
"sensu K, Brd.",1
"(sensu K��hner)",1
", sensu Lange",1
"(sensu Lange)",1
", sensu lato",1
"? sensu lato",1
", sensu Leathers[?]",1
"sensu Lloyd",1
"sensu McKnight",1
"sensu Murrill",1
"sensu Neuhoff",1
"sensu Pappenfuss et Edelstein",1
"sensu Ricken",1
", sensu Sakai",1
"sensu Smith, Heim",1
", sensu stricto",1
"sensu stricto!",1
"sensu Stuntz",1
"sensu Vickers",1
"sensu Wagner",1
"sens Zhu L. Yang",1
"(Ser.) Diosmus group?",1
"(Seri.)?",1
"(?sericella)",1
"(Sericeocybe) aff. caninus",1
"(Sericeocybe, Anomali), c.f.",1
"(Sericeocybe) caesiifolius?",1
"(Sericeocybe cf. malachius group)",1
"(Sericeocybe) diosmus aff.",1
"(Sericeocybe) griseoviolaceus / alboviolaceus",1
"(Sericeocybe) lebretonii",1
"(Sericeocybe), sect. Anomali",1
"Sericeocybe (turgidus group)",1
"(Sericiocybe)",1
"(Serifluae?)",1
"(Serifluae)",1
"(Seri.) \fogarty\",1
"- Seri[ocybe]",1
"serrate form",1
"(ser.[?] RLS [R. L. Shaffer])",1
"(Ser.?) Telamonia?",1
"(setigera?)",1
"Severn Fm",1
"?=sexual phase of G. subverticillata",1
"sg76ug",1
"\shacklefordensis\",1
"shepardi cf.",1
"Sherel Goodrich, 1980: var. montanus (Engelm.) C.L.Hitchc. or var. brunnescens (Rydb.) Cronquist.",1
"S. hintonii",1
"Short straw",1
"Shoshonius ?",1
"S. Hotchins",1
"show to Bruce Allen",1
"s. H. Smith",1
"S. Hunkins",1
"sibiricus / S. americanus",1
"sidonea? abietus?",1
"? sieboldiana cv. Elegans",1
"Sierran race",1
"Sigmodon ?",1
"\silver blue\",1
"Simatherium",1
"similar to",1
"simplex",1
"? simpsonii",1
"Simpsonodus",1
"simsii",1
"Sim to",1
"\sinapizans\",1
"Sinclairomeryx cf.",1
"? sinensis x Citrus ? reticulata",1
"siskiyouensis",1
"Sissom, W. Dav",1
"Sister #2",1
"Sivatherium",1
"Skunk Cabbage",1
"sl",1
"s. latissime (sensu Andrews)",1
"s. latiss. (sensu Andrew)",1
", s. latiss (sensu Andrews)",1
", s. lato",1
"slender form",1
"S. Lettwhich",1
"S.L. Hatch",1
"\slightly ab.\ on label",1
"s.l. or \spectabilis\",1
"s.l.; probably",1
"S. L. Sickeman",1
"sm.",1
"Sm 13462",1
"Sm. 14001",1
"Sm-19195",1
"Sm. 19492",1
"Sm 21568",1
"Sm. 34482",1
"(Sm. 57524?)",1
"(Sm 8438)",1
"small",1
"small brown spored",1
"small confluens type!",1
"(smaller form)",1
"Smilodectes",1
"smithii",1
"(snaggle tooth)",1
"\snow bank\",1
"\snowbank\ Phlegmacium",1
"snyderi? halcyone?",1
"sodagnitus group",1
"Soergelia cf.",1
"sollasi cf.",1
"(some are H. smithii)",1
"some concern (see Howell)",1
"something like",1
"something near gralla??",1
"Sonia Salas",1
"sorediate morph",1
"sosybius",1
"? sp?",1
"(sp.?)",1
"SP",1
"? sp.-1",1
"sp.1 of Dan Proud",1
"sp #2",1
"sp. #2",1
"Sp 2",1
"Sp. # 2",1
"sp. 2 (Italy)",1
"sp.3",1
"sp. 303",1
"sp. 312",1
"sp. 314 xavierfilhoi",1
"sp. 324",1
"sp. 325",1
"sp. 326 amati",1
"sp. 328 riccardiae",1
"(sp. 33)",1
"sp. 330",1
"sp. 3 of Harris",1
"sp. 4 of Ausasthi",1
"sp. 4 of Awasthi",1
"sp. 4 of Dan Proud",1
"sp. 4 (white fw, dark hw)",1
"sp #5",1
"sp.7",1
"sp. abiertina",1
"sp. abietina",1
"spacies TBD",1
"sp. aff.; ined.",1
"sp. \AG\",1
"sp. (alkalina, stipata)",1
"sp. an unusual broad from",1
"(Sparganium simplex var. angustifolium Engelm.)",1
"spatiosa",1
"sp. (boltonii)",1
"sp.? (C. callisteus??)",1
"sp. (c.f. f. comosa)",1
"sp. cf. \hotsoni\ nom. prov.",1
"sp. c.fr.",1
"sp./Clitocybe cerussata",1
"sp.; ? Collybia",1
"sp. (\detonsa clade\)",1
"sp. df.",1
"sp. (Diminitivae?)",1
"sp. (diosmus group)",1
"SPECIAL RARE",1
"species #1",1
"species id questionable...",1
"species illegible",1
"species incerta",1
"species near Blestia",1
"species TB",1
"species TDB",1
"Specimen 2. Multiple specimen on sheet.",1
"Specimen resembles",1
"? speciosa",1
"? spectabile",1
"spec. vel var.",1
"[spelled as \collinaum\]",1
"[spelled \lunulaefolia\]",1
"sp., \Elsie's Pallid One\",1
"Speyeria egleis ssp",1
"Speyeria leto letona",1
"sp. \fingers\",1
"sp. & gen. nov pro tem",1
"sp. (glandulosa)",1
"sp. grp.",1
"Sphagnum antillarum",1
"Sphalma nomine auctoris",1
"Sphalma orthographica nomine specifica.",1
"sp. \hoazontle\",1
"[sp. illegible] ?",1
"[sp. illegible - helivorbulum??]",1
"Spilogale",1
"sp. immature",1
"sp. (immature)",1
"sp.ined",1
"sp.? ined.",1
"sp.ined.",1
"spines",1
"Splachnum wormskjoldii",1
"sp. (Lepidella)",1
"sp. n.?",1
"sp. NE30",1
"sp. NE30 (Tulloss)",1
"sp. near",1
"sp. (near C. hesperia S. & G. ?)",1
"sp. ? near glabellus Peck, fide J. A. Stevenson",1
"sp. near JFL143",1
"sp. (near subdestricta?)",1
"sp. (near verrucaformis?)",1
"sp. n. ined, provis",1
"(?) sp. nov.",1
"(sp. nov. ?)",1
"sp. (nov?)",1
"sp.nov?",1
"sp.nov.",1
"Sp. nov. 3",1
"sp. nov. acc. Sayre",1
"sp. nov. (cf. fitzsimonsi)",1
"sp. nov. (cf. pusillus)",1
"sp. nov. (cf. reticulatus)",1
"sp. nov. (cf. signifera)",1
"? sp. nov. ined.",1
"sp. nov ined.",1
"sp. nov. ined",1
"sp. nov. [ined.]",1
"sp. nov. (in Rubellae)",1
"sp. nov. (near I. excoriata)",1
"sp. nov. of Bigelow, fide RLS",1
"sp. nov. orion",1
"sp. nov. protem",1
"sp. nov. (pro temp.)",1
"sp. nov. pro. temp.",1
"sp. novum",1
"sp. nov. unpublished",1
"sp. nov. (yucatana group)",1
"sp. nr.",1
"sp. nv.?",1
"[sp. obscured]",1
"sp. (occidentalis grp.)",1
"(Spongipellis)",1
"(spore too large)",1
"sp. or Gymnopilus sp.",1
"spp?",1
"? sp palmata? harveye?",1
"sp.? paperacea?",1
"spp. nov. ???",1
"spp. nova ???",1
"sp., possibly",1
"sp., possibly ochropurpurea",1
"sp., possibly parvula",1
"sp. Prob.",1
"sp., probably",1
"sp.? (probably)",1
"sp. probably ellipsis",1
"sp. (probably sp. nov.)",1
"sp.? (probably stirps adiposa)",1
"sp.? (probably subsection subtomentosi)",1
"sp. (psammicola-like)",1
"[ Spraguea umbellata Torr. ]",1
"\spreading Lignic.\",1
"Spring",1
"\spring form\",1
"sp. (sap.)",1
"sp. Sec. Calyptrospora",1
"sp. (Sec. Spissicanlia?)",1
"sp. SJI2",1
"sp. st.",1
"sp. (stirps adiposa)",1
"sp. (subcerina/fallax?)",1
"sp. (subgenus Woroninella)",1
"sp. (subg. Frullania)",1
"sp. (tall)",1
"sp. Telemonia",1
"sp. (tenera?)",1
"sp. tentatitve",1
"spumosa-occidentalis grps.",1
"spumosa or occidentalis grp.",1
"sp. undet.?",1
"sp. (with ring)",1
"Squalodon",1
"squarrosus-adiposa gp.",1
"S. Reed",1
"s. Reid",1
"Srrhopodon tosaensis",1
"ss A. H. Smith",1
"ss. Amer. auct.",1
"ss. Bigelow",1
"ss. Bres.",1
"ss Calif. auct.",1
"ss. Heim",1
"ss. Kauff.",1
"ss. Kauffm.",1
"ss. Kauffman",1
"ss Kauffm., var. pulla",1
"ss. Kauffm., var. pulla",1
", ss K. et M.",1
"ss Mueller",1
"sso",1
"(ss Overh.)",1
"ssp. 2",1
"ssp. alba [not found]",1
"ssp. borealis",1
"ssp. cinerea",1
"ssp. crispiformis",1
"ssp. glacialis",1
"ssp. grande",1
"ssp. helleri",1
"--> ssp. implicatum",1
"ssp. lepida",1
"ssp. megacarpum (Nels & Maeb.) Ewe",1
"ssp. multiflora",1
"ssp. nov.?",1
"ssp. nov. aff.",1
"ssp. nov., ined.",1
"ssp. nov. (regani)",1
"ssp. nutt.",1
"ssp. perfoliata",1
"ssp quenseli",1
"ssp rufipes",1
"ssp. senilis [autonym]",1
"ssp. stonbergeii",1
"[=ssp. tenuifolia (Nutt. Breitung]",1
"ssp. typ.",1
"ssp. typicus",1
"s.s. Singer",1
"ss. Singer",1
"ss Stangl, 1989",1
"ss. Thiers",1
"S. Stockwell",1
"(s. str)",1
"? st",1
"st. ??",1
"stage?",1
"Stagodon",1
"Staining",1
"(\stairs Inoc.\)",1
"staminate",1
"standl.",1
"Stapf",1
"starkeana ?",1
"Stegolophodon",1
"Steinius",1
"Stein, Marty",1
"Stenotis Acaulis",1
"Stephanorhinus",1
"sterile (C. aeneum ??)",1
"sterile form",1
"S. Terner",1
"Steropodon",1
"!stet",1
"! stet",1
"STET",1
"Steven W, Taber",1
"Steve Slaughter",1
"Steve Taber",1
"Sthenictis",1
"Sthenictis cf.",1
"Sticta amplissima, however, name unlikely",1
"stipulate polypore",1
", stirps diminuta",1
"stirps? ferruginea",1
"(stirps luridus?) vinaceobasis?",1
"Stonehouse Fm",1
"(st.) probably c. ameseae R. & C.",1
"Strandtmann",1
"\strange looking\",1
"stricta",1
"strigulosa",1
"stromatolite",1
"strombodes",1
"Stropharia/Hypholoma",1
"\Stropharioid\",1
"(st. s.)",1
"(ST.S.)",1
"(st. subdestricta)",1
"= S. turneri",1
"Stz 1897",1
"(Stz 2203 et al. = cincinnatula?)",1
"(suaveolens)",1
"suaveolens Stz./I. paludinella ss. eus. auct.",1
"subalpinus group",1
"(subcarpta?)",1
"(subdecurrens?)",1
"subdecurrens of thesis",1
"(subdesctricta?)",1
"(subdesctricta)",1
"(?subdestricta)",1
"(subdestricta)",1
"\subdestricta\",1
"(subdestricta megalosperma?)",1
"(subdestr[icta] megasp[ora])",1
"(subdestr. macrosp.)",1
"\subdistorta\ nom. prov.",1
"(subexilis, macrosp.?)",1
"(Subexilis macrosp.)",1
"(subexilis macrospora)",1
"\subexilis macrospora\",1
"(subexilis type)",1
"(subfloridana group)",1
"subf. tenera Kjellm.",1
"subfusca group",1
"subg. Agaricus",1
"Subg. Amidelia, Sect. Phalloidea",1
"subg. Cortinarius",1
"subgen. Leprocybe",1
"subgenus Dermocybe",1
"(subgenus Discina)",1
"(Subgenus Telamonia)",1
"/subglabripes",1
"subg. Myxacium",1
"(Subg. Myxacium)",1
"Subg. Myxacium",1
"Subg. Myxacium, Sect. Defibulati",1
"subg. Myxacium, sect. Delibuti",1
"subg. Myxacium Sect. Delibuti",1
"subg. Phlegmacium",1
"(Subg. Telamonia)",1
"subg. Telamonia sp.",1
"Subhairy",1
"sublivens",1
"subnotatus group?, subalpinus group? or clandestinus",1
"/subroseus",1
"subsp. arbuscula",1
"subsp. auricephalus",1
"subsp. gibbosus",1
"subsp. gracillima",1
"subsp. guadalupensis",1
"subsp. hyemale",1
"subsp. jonesi",1
"subsp. lupulinus",1
"subsp. mirabilis",1
"subsp. pallidipes",1
"subsp. pensylvanica",1
"subsp. petiolaris",1
"subsp. polyadenia",1
"subsp. prominens",1
"subsp. pubescens",1
"subsp. sedecimpunctata",1
"subsp. superba",1
"subsp. wickhami",1
"substrate",1
"subtriatus gp.",1
"subuliformis",1
"subvelutipes or varians",1
"succosa-succosella",1
"/ Suillus glandulosipes",1
"sulllivani",1
"/summensis?",1
"\sunshine form\",1
"(superbus or russeoides)",1
"superfusca morphotype",1
"Suppl.",1
"= S. vulgare var. flavifolium",1
"sw.",1
"(sylvester)(aruncus)",1
"sylvestris",1
"? sylvicola?",1
"Symblepharis schimperiana",1
"Symbos",1
"Symbos ?",1
"? symmicta?",1
"Sympetrum illotum?",1
"Symphyotrichon ericoides",1
"Symphyotrichon undalatum",1
"sym. S.Subalpina",1
"Syn=",1
"Syn.",1
"syn. Acnida tamariscina (Nutt.)Wood",1
"syn. Alternanthera Polygonoides",1
"syn. Amaranthus tamariscina",1
"syn: Aster prenanthoides",1
"Synceros",1
"Syneda",1
"Syneda alleni",1
", syn. lepidopus",1
"Syn. meth. fung. (G_ttingen)",1
"(syn. M renati)",1
"Synodontia novae-guineae",1
"Synonym",1
"Synonymy",1
"Synonymy FNA",1
"(syn. R. subalpina)",1
"Syntype",1
"syn Ulva linza",1
"Syrrhopodon berteroanus",1
"Syrrhopodon borneenis",1
"Syrrhopodon hawaiicus",1
"Syrrhopodon incompletus var. incompletus",1
"Syrrhopodon oahuensis",1
"Syrrhopodon schwaneckeanus",1
"Syrrhopodon spiralis",1
"Syrrhopodon uncinifolius",1
"Taber, Steph",1
"(Tac. Pr. \homomorpha complex\)",1
"Talpavus",1
"Tamias ?",1
"Tanacetum parthenium",1
"\tan form\",1
"?Tanymykter",1
"Tanymykter?",1
"TAP",1
"(Tapajos)",1
"(Tapinella)",1
"Tapirus?",1
"Tapirus cf.",1
"Taxa ine. ?",1
"Taxa ined?",1
"Taxa ined?.",1
"taxonomic so. 2 of Dennis?",1
"Taxonomy reflects Desikachary, 1959",1
"T. Brubaker",1
"T. cecrops",1
"T. crysalus",1
"T. Doederlein",1
"T. dryope",1
"? tecunumanii",1
"? (Tel.)",1
"? - Telamonia",1
"(Telamonia?)",1
"Telamonia ?",1
"Telamonia?",1
"(Telamonia) aff.",1
"(Telamonia) aff. boulderensis",1
"(Telamonia), aff. sentulatus[?]",1
"(Telamonia) badiovinaceus?",1
"(Telamonia), badiovinaceus group",1
"(Telamonia), cf.",1
"(Telamonia) chrysomallus?",1
"(Telamonia) chrysomallus group",1
"(Telamonia) \Duracine\",1
"(Telamonia) erythrinus group",1
"Telamonia flavobasilis",1
"(Telamonia) hemitrichus group",1
"(Telamonia) imatrehelis",1
"(Telamonia), incisus complex?",1
"(Telamonia) laetus group",1
"(Telamonia) laetus group?",1
"(Telamonia-Leprocybe)",1
"(Telamonia, Leprocybe)",1
"Telamonia, near colus?",1
"(Telamonia) near distans",1
"(Telamonia), near [musicola?]",1
"(Telamonia) obtusus gp.",1
"(Telamonia) paleaceus group",1
"(Telamonia) saniosus",1
"(Telamonia) sp.",1
"Telamonia sp.",1
"(Telamonia) \weimanseii\ [?]",1
"(Telamonia) zinziberatus?",1
"(Tel.) biformis gp.",1
"telchinia",1
"telearchus",1
"Teleodus",1
"(Tel.) erythrini gp.",1
"Teletaceras cf.",1
"\telfairiae\",1
"(Tel.) praestigiosis-like",1
"(Tel.) sp.",1
"Temetis chiron",1
"ten",1
"Tending to susbp. lanceolatus",1
", tending toward",1
"tenera group",1
"TENTATIVE",1
"(tentative ID)",1
"tentative ID",1
"tenuis cf.",1
"(tephra or pruinata?)",1
"Teria lisa",1
"Terias delia",1
"Terias hecla",1
"Terias jucunda",1
"terrestris or intybacea?",1
"terreum group",1
"terreum grp.",1
"T. Erubaker",1
"T. Esslinger",1
"Tetracis jubararia",1
"tetrasporic",1
"(tetrasporic)",1
"?= tetrasporophyte of G. rugosa",1
"Tetrodontium brownianum var. repandum",1
"teutonica",1
"texana cf.",1
"texanus",1
"T. halesus",1
"Thamnophis cf.",1
"the",1
"the acutely umbonate form",1
"the blades are",1
"the brite scarlet-red form",1
"Thecla calanus",1
"the dark grey to grey drab form",1
"the dingy grey-yellow form",1
"the \fulva\ hybrid",1
"the greenish umbre variant",1
"Thekla titus",1
"Thelephora ?",1
"(Thelephoraceae)",1
"\Thelephoraceae\",1
"Thelephoraceae?",1
"themana",1
"the \Mars orange\ variant",1
"the \montane form\",1
"the pallid, stone-col. form",1
"the \pink\ sp.",1
"(\The Purple Prince\)",1
"Theropithecus",1
"\the Seattle var.\",1
"(thesis dulcamara)",1
"thesis \longicystis\",1
"(thesis submuricellata?)",1
"\thesis submuricellata\ if microsc. char. check",1
"\thesis submuricellata\ if microsc. OK",1
"\thesis submuricellata\ if micros. OK",1
"(The southern form.)",1
"the subspecies is aquilinum",1
"the \Tac. Pr. Umbrina\",1
"thetis",1
"The usual livid fma. of cervinus",1
"(the \xerophyte\ form)",1
"T. Hicks",1
"T. Hills",1
"Thinobadistes cf.",1
"(This may be Q. graciliformis Muller, a newly named species, I have not had same verified. OES)",1
"Thomashuxleyia",1
"thomsonii",1
"\thomsonii\ form",1
"thomsonii form",1
"Thryptacodon cf.",1
"Thylacoleo",1
"Thysanomitrium umbellatum",1
"Timetes chiron",1
"timika",1
"Timmiella densa",1
"Timmiella merrillii",1
"Tinimomys",1
"(tiny)",1
"T.J. Kop.",1
"T. Kerby",1
"T. Kitten",1
"T. L. Dane",1
"T. l. elegans",1
"Tlhomea heraldia",1
"T. nicippe",1
"(Togaria aurea)",1
"Tom E. Caster",1
"? tomentosa",1
"Tommy Doederlein",1
"Tonne, Phil",1
"too young to determine",1
"Top of ovary hairy",1
"Torontoceros",1
"Torrejonia",1
"Tortella himantia",1
"Tortula adicola",1
"Tortula andina",1
"Tortula bistratosa",1
"Tortula cernua",1
"Tortula glaucescens",1
"Tortula hildebrandtii",1
"Tortula mniifolia",1
"Tortula muelleri",1
"Tortula torquaifolia",1
"toward",1
"towards ssp. lanceolatus",1
"towards var. agrestis",1
"towards var. alpina",1
"Towards var. hispida",1
"toward var. wislizeni",1
"(= T. platyphyllum Murr.)",1
"= Trachea spaldingi",1
"Tragelaphus",1
"\Trailiella intricata\",1
"? Trametes?",1
"Transitional to var. parviflora.",1
"(transition to scaber)",1
"Travis W. Gregory",1
"trechisp.-mixtilis",1
"Tremelloid?",1
"Trey Neely",1
"Trichecodon",1
"? Tricholoma ? Hygrophorus",1
"Tricholoma/Mycena",1
"Trichostomopsis umbrosa",1
"Trichostomum crispifolium",1
"Trichostomum crispulum var. angustifolium",1
"Trichostomum viridulum",1
"Trichosurus",1
"triclaris",1
"Trimylus ?",1
"Trinity Malone",1
"triumphans group",1
"(triviales group)",1
"trivialis gp.",1
"T.R. McClellan",1
"T. R. Mollhagen",1
"tsugae/cervinus",1
"T. tacita",1
"?Tubarioid?",1
"(tuberosa)",1
"Tuck.",1
"\tuolumnensis\",1
"Turners Falls Ss",1
"(?turpis)",1
"Tursiops",1
"Tursiops cf.",1
"(two fungi)?",1
"Tyler Dray",1
"-type",1
"type ?",1
"Type 1",1
"Type 2",1
"type, 4 p. c.",1
"(type b)",1
"Type II Bliding",1
"typical",1
"\typical\",1
"typical, per A. H. Smith",1
"typicus",1
"u",1
"UC1457172",1
"UC689518",1
"= U. californica",1
"U. fulvoreagens",1
"Uinta Fm",1
"Uintalacus",1
"Uintatherium",1
"uintensis cf.",1
", ulmarius group?",1
"(ulophyllodes)",1
"\ Ulva lactuca f. lacinulata\",1
"ulysses",1
"umbellata form",1
"(umbellatus?)",1
"Umbelliferae",1
"(umbilicatus?)",1
"umbilicatus group",1
"umbrarum/scutellata?",1
"(umbricata?)",1
"(umbrina?)",1
"umidus group",1
"unable to confirm",1
"Unccertain",1
"uncertain about sp.",1
"und.",1
"undescribed?",1
"Undescribed sp.",1
"undescribed taxon acc. to Weber",1
"undet.",1
"Undeterminable",1
"(Undetermined)",1
"(undet.) sect. Marginatae",1
"unidentified",1
"Unknown",1
"unknown Agaricales",1
"unknown sp",1
"Unknown Sporochial crust",1
"unnamed cultivated taxon",1
"Unpublished",1
"Untermannerix",1
"unusual form",1
"upper",1
"upper:",1
"Upper Brule Fm",1
"Upper Chalk",1
"upper range?",1
"Urbanus tessellata occidentalis",1
"Urfer",1
"Urocyon",1
"Ushio Kawai",1
"Usnea strigosa group",1
"(= U. substerilis Mot?)",1
"v.",1
"V",1
"V. a. ada",1
"= V. allenii (Tropicos)",1
"v. allica",1
"= V. alpina var. unalaschensis (USDA Plant List)",1
"vanduz[erensis] group",1
"van Zyll de Jong, C.G. 1980. Journal of Mammalogy, 61(1); 66-75",1
", var.",1
"?, var.",1
"var - ?",1
"var. ??",1
"var. 2",1
"var. 3",1
"var. 4",1
"var. 5",1
"var. A",1
"var. A.",1
"var. A and B",1
"var. ambigua",1
"var. angustifolia",1
"var. anisearia Pk.",1
"var. anthracina",1
"(Vararia)",1
"= var. atriceps (WCSP)",1
"\var attenuatum\",1
"var. australis",1
"var. bachmanianum",1
"var. breviuscula",1
"[var.] \brunnea\",1
"var. bustamenta",1
"var. californica (Greene) C. L. Hitchc.",1
"var. camp",1
"var. cf. caesariata?",1
"var. chordalis",1
"var. cleomis",1
"var. clintonianum",1
"var. coahuilensis",1
"var. concolor",1
"var. coniferarum?",1
"var. corallina",1
